id,created_at,updated_at,alamat,provinsi,negara,kota,order
399,2023-11-03 07:33:55,2023-11-15 10:48:12,"Jln. Raya Mahakam Ulu, Long Iram, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Long Iram,399
398,2023-11-03 07:33:55,2023-11-15 10:48:12,"Jln. Raya Kutai Barat, Sendawar, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Sendawar,398
397,2023-11-03 07:33:55,2023-11-15 10:48:12,"Jln. Raya Paser, Tanah Grogot, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanah Grogot,397
396,2023-11-03 07:33:55,2023-11-15 10:48:12,"Jln. Raya Berau, Tanjung Redeb, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanjung Redeb,396
395,2023-11-03 07:33:55,2023-11-15 10:48:12,"Jln. Raya Kutai Kartanegara, Tenggarong, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tenggarong,395
394,2023-11-03 07:33:55,2023-11-15 10:48:12,"Jln. Ahmad Yani, Balikpapan, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Balikpapan,394
393,2023-11-03 07:33:55,2023-11-15 10:48:11,"Jln. Jendral Sudirman, Samarinda, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Samarinda,393
392,2023-11-03 07:33:55,2023-11-15 10:48:11,"Jln. Raya Landak, Landak, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Landak,392
391,2023-11-03 07:33:55,2023-11-15 10:48:11,"Jln. Raya Sintang, Sintang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sintang,391
390,2023-11-03 07:33:55,2023-11-15 10:48:11,"Jln. Raya Sanggau, Sanggau, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sanggau,390
417,2023-11-03 07:33:54,2023-11-15 10:48:15,"Jln. Raya Murung Raya, Puruk Cahu, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Puruk Cahu,417
416,2023-11-03 07:33:54,2023-11-15 10:48:15,"Jln. Raya Gunung Mas, Kuala Kurun, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Kuala Kurun,416
415,2023-11-03 07:33:54,2023-11-15 10:48:15,"Jln. Raya Barito Selatan, Buntok, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Buntok,415
414,2023-11-03 07:33:54,2023-11-15 10:48:14,"Jln. Raya Katingan, Kasongan, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Kasongan,414
413,2023-11-03 07:33:54,2023-11-15 10:48:14,"Jln. Raya Kapuas, Pangkalan Bun, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Pangkalan Bun,413
412,2023-11-03 07:33:54,2023-11-15 10:48:14,"Jln. Ahmad Yani, Sampit, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Sampit,412
411,2023-11-03 07:33:54,2023-11-15 10:48:14,"Jln. Jendral Sudirman, Palangkaraya, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Palangkaraya,411
410,2023-11-03 07:33:54,2023-11-15 10:48:14,"Jln. Raya Barito Kuala, Marabahan, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Marabahan,410
409,2023-11-03 07:33:54,2023-11-15 10:48:13,"Jln. Raya Banjar, Martapura, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Martapura,409
408,2023-11-03 07:33:54,2023-11-15 10:48:13,"Jln. Raya Tabalong, Tanjung, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Tanjung,408
407,2023-11-03 07:33:54,2023-11-15 10:48:13,"Jln. Raya Kotabaru, Kotabaru, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Kotabaru,407
406,2023-11-03 07:33:54,2023-11-15 10:48:13,"Jln. Raya Tanah Laut, Pelaihari, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Pelaihari,406
433,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Raya Kalimalang, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,433
432,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Ahmad Yani, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,432
431,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Raya Industri Jababeka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,431
430,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. P Bangka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,430
429,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Akasia, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,429
428,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Raya Malinau, Malinau, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Malinau,428
427,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Raya Nunukan, Nunukan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Nunukan,427
426,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Raya Bulungan, Tanjung Selor, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Selor,426
425,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Raya Tana Tidung, Tideng Pale, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tidung,425
424,2023-11-03 07:33:53,2023-11-15 10:48:16,"Jln. Raya Malinau, Malinau, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Malinau,424
423,2023-11-03 07:33:53,2023-11-15 10:48:15,"Jln. Raya Nunukan, Nunukan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Nunukan,423
422,2023-11-03 07:33:53,2023-11-15 10:48:15,"Jln. Raya Bulungan, Tanjung Palas, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Palas,422
421,2023-11-03 07:33:53,2023-11-15 10:48:15,"Jln. Ahmad Yani, Tarakan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tarakan,421
420,2023-11-03 07:33:53,2023-11-15 10:48:15,"Jln. Jendral Sudirman, Tanjung Selor, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Selor,420
419,2023-11-03 07:33:53,2023-11-15 10:48:15,"Jln. Raya Sukamara, Sukamara, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Sukamara,419
418,2023-11-03 07:33:53,2023-11-15 10:48:15,"Jln. Raya Pulang Pisau, Pulang Pisau, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Pulang Pisau,418
448,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Soekarno-Hatta, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,448
447,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Buah Batu, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,447
446,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Terusan Pasteur, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,446
445,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Setiabudi, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,445
444,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Cihampelas, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,444
443,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Lembang, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,443
442,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Dago, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,442
441,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Asia Afrika, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,441
440,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Braga, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,440
439,2023-11-03 07:33:52,2023-11-15 10:48:18,"Jln. Riau, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,439
438,2023-11-03 07:33:52,2023-11-15 10:48:17,"Jln. Raya Bogor, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,438
437,2023-11-03 07:33:52,2023-11-15 10:48:17,"Jln. Raya Cikampek, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,437
436,2023-11-03 07:33:52,2023-11-15 10:48:17,"Jln. Gatot Subroto, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,436
435,2023-11-03 07:33:52,2023-11-15 10:48:17,"Jln. Sudirman, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,435
434,2023-11-03 07:33:52,2023-11-15 10:48:17,"Jln. Raya Margonda, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,434
460,2023-11-03 07:33:51,2023-11-15 10:48:20,"Jln. Ahmad Yani, Tangerang, Banten, Indonesia",Banten,Indonesia,Tangerang,460
459,2023-11-03 07:33:51,2023-11-15 10:48:20,"Jln. Jenderal Sudirman, Serang, Banten, Indonesia",Banten,Indonesia,Serang,459
458,2023-11-03 07:33:51,2023-11-15 10:48:20,"Jln. Sultan Agung, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,458
457,2023-11-03 07:33:51,2023-11-15 10:48:20,"Jln. Jendral Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,457
456,2023-11-03 07:33:51,2023-11-15 10:48:20,"Jln. Merdeka Timur, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,456
455,2023-11-03 07:33:51,2023-11-15 10:48:20,"Jln. Merdeka Barat, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,455
454,2023-11-03 07:33:51,2023-11-15 10:48:19,"Jln. MH Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,454
453,2023-11-03 07:33:51,2023-11-15 10:48:19,"Jln. HR Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,453
452,2023-11-03 07:33:51,2023-11-15 10:48:19,"Jln. Rasuna Said, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,452
451,2023-11-03 07:33:51,2023-11-15 10:48:19,"Jln. Gatot Subroto, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,451
450,2023-11-03 07:33:51,2023-11-15 10:48:19,"Jln. Thamrin, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,450
449,2023-11-03 07:33:51,2023-11-15 10:48:19,"Jln. Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,449
477,2023-11-03 07:33:50,2023-11-15 10:48:23,"Jln. Raya Probolinggo, Probolinggo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Probolinggo,477
476,2023-11-03 07:33:50,2023-11-15 10:48:23,"Jln. Raya Pasuruan, Pasuruan, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Pasuruan,476
475,2023-11-03 07:33:50,2023-11-15 10:48:23,"Jln. Raya Banyuwangi, Banyuwangi, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Banyuwangi,475
474,2023-11-03 07:33:50,2023-11-15 10:48:22,"Jln. Raya Jember, Jember, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Jember,474
473,2023-11-03 07:33:50,2023-11-15 10:48:22,"Jln. Raya Lumajang, Lumajang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Lumajang,473
472,2023-11-03 07:33:50,2023-11-15 10:48:22,"Jln. Raya Blitar, Blitar, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Blitar,472
471,2023-11-03 07:33:50,2023-11-15 10:48:22,"Jln. Raya Kediri, Kediri, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Kediri,471
470,2023-11-03 07:33:50,2023-11-15 10:48:22,"Jln. Raya Sidoarjo, Sidoarjo, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Sidoarjo,470
469,2023-11-03 07:33:50,2023-11-15 10:48:21,"Jln. Ahmad Yani, Malang, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Malang,469
468,2023-11-03 07:33:50,2023-11-15 10:48:21,"Jln. Basuki Rahmat, Surabaya, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Surabaya,468
467,2023-11-03 07:33:50,2023-11-15 10:48:21,"Jln. Raya Serang-Pandeglang, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,467
466,2023-11-03 07:33:50,2023-11-15 10:48:20,"Jln. Raya Soekarno-Hatta, Serang Timur, Banten, Indonesia",Banten,Indonesia,Serang Timur,466
465,2023-11-03 07:33:50,2023-11-15 10:48:20,"Jln. Raya Cilegon-Serang, Anyer, Banten, Indonesia",Banten,Indonesia,Anyer,465
464,2023-11-03 07:33:50,2023-11-15 10:48:20,"Jln. Raya Labuan, Labuan, Banten, Indonesia",Banten,Indonesia,Labuan,464
463,2023-11-03 07:33:50,2023-11-15 10:48:20,"Jln. Raya Lebak, Rangkasbitung, Banten, Indonesia",Banten,Indonesia,Rangkasbitung,463
462,2023-11-03 07:33:50,2023-11-15 10:48:20,"Jln. Raya Pandeglang, Pandeglang, Banten, Indonesia",Banten,Indonesia,Pandeglang,462
461,2023-11-03 07:33:50,2023-11-15 10:48:20,"Jln. Raya Serang, Cilegon, Banten, Indonesia",Banten,Indonesia,Cilegon,461
486,2023-11-03 07:33:49,2023-11-15 10:48:24,"Jln. Raya Tegal, Tegal, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Tegal,486
485,2023-11-03 07:33:49,2023-11-15 10:48:24,"Jln. Raya Pekalongan, Pekalongan, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Pekalongan,485
484,2023-11-03 07:33:49,2023-11-15 10:48:24,"Jln. Raya Purwokerto, Banyumas, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Banyumas,484
483,2023-11-03 07:33:49,2023-11-15 10:48:24,"Jln. Ahmad Yani, Surakarta, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Surakarta,483
482,2023-11-03 07:33:49,2023-11-15 10:48:23,"Jln. Pahlawan, Semarang, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Semarang,482
481,2023-11-03 07:33:49,2023-11-15 10:48:23,"Jln. Raya Tuban, Tuban, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Tuban,481
480,2023-11-03 07:33:49,2023-11-15 10:48:23,"Jln. Raya Bojonegoro, Bojonegoro, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Bojonegoro,480
479,2023-11-03 07:33:49,2023-11-15 10:48:23,"Jln. Raya Nganjuk, Nganjuk, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Nganjuk,479
478,2023-11-03 07:33:49,2023-11-15 10:48:23,"Jln. Raya Madiun, Madiun, Jawa Timur, Indonesia",Jawa Timur,Indonesia,Madiun,478
499,2023-11-03 07:33:48,2023-11-15 10:48:25,"Jln. Raya Landak, Landak, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Landak,499
498,2023-11-03 07:33:48,2023-11-15 10:48:25,"Jln. Raya Sintang, Sintang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sintang,498
497,2023-11-03 07:33:48,2023-11-15 10:48:25,"Jln. Raya Sanggau, Sanggau, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sanggau,497
496,2023-11-03 07:33:48,2023-11-15 10:48:25,"Jln. Raya Ketapang, Ketapang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Ketapang,496
495,2023-11-03 07:33:48,2023-11-15 10:48:25,"Jln. Raya Sambas, Sambas, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Sambas,495
494,2023-11-03 07:33:48,2023-11-15 10:48:24,"Jln. Raya Mempawah, Mempawah, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Mempawah,494
493,2023-11-03 07:33:48,2023-11-15 10:48:24,"Jln. Raya Kubu Raya, Kubu Raya, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Kubu Raya,493
492,2023-11-03 07:33:48,2023-11-15 10:48:24,"Jln. Ahmad Yani, Singkawang, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Singkawang,492
491,2023-11-03 07:33:48,2023-11-15 10:48:24,"Jln. Jendral Sudirman, Pontianak, Kalimantan Barat, Indonesia",Kalimantan Barat,Indonesia,Pontianak,491
490,2023-11-03 07:33:48,2023-11-15 10:48:24,"Jln. Raya Blora, Blora, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Blora,490
489,2023-11-03 07:33:48,2023-11-15 10:48:24,"Jln. Raya Grobogan, Grobogan, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Grobogan,489
488,2023-11-03 07:33:48,2023-11-15 10:48:24,"Jln. Raya Pati, Pati, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Pati,488
487,2023-11-03 07:33:48,2023-11-15 10:48:24,"Jln. Raya Kudus, Kudus, Jawa Tengah, Indonesia",Jawa Tengah,Indonesia,Kudus,487
506,2023-11-03 07:33:47,2023-11-15 10:48:26,"Jln. Raya Mahakam Ulu, Long Iram, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Long Iram,506
505,2023-11-03 07:33:47,2023-11-15 10:48:26,"Jln. Raya Kutai Barat, Sendawar, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Sendawar,505
504,2023-11-03 07:33:47,2023-11-15 10:48:26,"Jln. Raya Paser, Tanah Grogot, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanah Grogot,504
503,2023-11-03 07:33:47,2023-11-15 10:48:25,"Jln. Raya Berau, Tanjung Redeb, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanjung Redeb,503
502,2023-11-03 07:33:47,2023-11-15 10:48:25,"Jln. Raya Kutai Kartanegara, Tenggarong, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tenggarong,502
501,2023-11-03 07:33:47,2023-11-15 10:48:25,"Jln. Ahmad Yani, Balikpapan, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Balikpapan,501
500,2023-11-03 07:33:47,2023-11-15 10:48:25,"Jln. Jendral Sudirman, Samarinda, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Samarinda,500
518,2023-11-03 07:33:46,2023-11-15 10:48:27,"Jln. Jendral Sudirman, Palangkaraya, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Palangkaraya,518
517,2023-11-03 07:33:46,2023-11-15 10:48:27,"Jln. Raya Barito Kuala, Marabahan, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Marabahan,517
516,2023-11-03 07:33:46,2023-11-15 10:48:27,"Jln. Raya Banjar, Martapura, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Martapura,516
515,2023-11-03 07:33:46,2023-11-15 10:48:27,"Jln. Raya Tabalong, Tanjung, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Tanjung,515
514,2023-11-03 07:33:46,2023-11-15 10:48:27,"Jln. Raya Kotabaru, Kotabaru, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Kotabaru,514
513,2023-11-03 07:33:46,2023-11-15 10:48:26,"Jln. Raya Tanah Laut, Pelaihari, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Pelaihari,513
512,2023-11-03 07:33:46,2023-11-15 10:48:26,"Jln. Raya Hulu Sungai Tengah, Barabai, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Barabai,512
511,2023-11-03 07:33:46,2023-11-15 10:48:26,"Jln. Raya Hulu Sungai Selatan, Kandangan, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Kandangan,511
510,2023-11-03 07:33:46,2023-11-15 10:48:26,"Jln. Ahmad Yani, Banjarbaru, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Banjarbaru,510
509,2023-11-03 07:33:46,2023-11-15 10:48:26,"Jln. Jendral Sudirman, Banjarmasin, Kalimantan Selatan, Indonesia",Kalimantan Selatan,Indonesia,Banjarmasin,509
508,2023-11-03 07:33:46,2023-11-15 10:48:26,"Jln. Raya Bulungan, Tanjung Selor, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Tanjung Selor,508
507,2023-11-03 07:33:46,2023-11-15 10:48:26,"Jln. Raya Nunukan, Nunukan, Kalimantan Timur, Indonesia",Kalimantan Timur,Indonesia,Nunukan,507
534,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Raya Nunukan, Nunukan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Nunukan,534
533,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Raya Bulungan, Tanjung Selor, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Selor,533
532,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Raya Tana Tidung, Tideng Pale, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tidung,532
531,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Raya Malinau, Malinau, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Malinau,531
530,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Raya Nunukan, Nunukan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Nunukan,530
529,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Raya Bulungan, Tanjung Palas, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Palas,529
528,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Ahmad Yani, Tarakan, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tarakan,528
527,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Jendral Sudirman, Tanjung Selor, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Tanjung Selor,527
526,2023-11-03 07:33:45,2023-11-15 10:48:29,"Jln. Raya Sukamara, Sukamara, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Sukamara,526
525,2023-11-03 07:33:45,2023-11-15 10:48:28,"Jln. Raya Pulang Pisau, Pulang Pisau, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Pulang Pisau,525
524,2023-11-03 07:33:45,2023-11-15 10:48:28,"Jln. Raya Murung Raya, Puruk Cahu, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Puruk Cahu,524
523,2023-11-03 07:33:45,2023-11-15 10:48:28,"Jln. Raya Gunung Mas, Kuala Kurun, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Kuala Kurun,523
522,2023-11-03 07:33:45,2023-11-15 10:48:28,"Jln. Raya Barito Selatan, Buntok, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Buntok,522
521,2023-11-03 07:33:45,2023-11-15 10:48:28,"Jln. Raya Katingan, Kasongan, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Kasongan,521
520,2023-11-03 07:33:45,2023-11-15 10:48:27,"Jln. Raya Kapuas, Pangkalan Bun, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Pangkalan Bun,520
519,2023-11-03 07:33:45,2023-11-15 10:48:27,"Jln. Ahmad Yani, Sampit, Kalimantan Tengah, Indonesia",Kalimantan Tengah,Indonesia,Sampit,519
554,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Buah Batu, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,554
553,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Terusan Pasteur, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,553
552,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Setiabudi, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,552
551,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Cihampelas, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,551
550,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Lembang, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,550
549,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Dago, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,549
548,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Asia Afrika, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,548
547,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Braga, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,547
546,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Riau, Bandung, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bandung,546
545,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Raya Bogor, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,545
544,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Raya Cikampek, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,544
543,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Gatot Subroto, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,543
542,2023-11-03 07:33:44,2023-11-15 10:48:30,"Jln. Sudirman, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,542
541,2023-11-03 07:33:44,2023-11-15 10:48:29,"Jln. Raya Margonda, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,541
540,2023-11-03 07:33:44,2023-11-15 10:48:29,"Jln. Raya Kalimalang, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,540
539,2023-11-03 07:33:44,2023-11-15 10:48:29,"Jln. Ahmad Yani, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,539
538,2023-11-03 07:33:44,2023-11-15 10:48:29,"Jln. Raya Industri Jababeka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,538
537,2023-11-03 07:33:44,2023-11-15 10:48:29,"Jln. P Bangka, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,537
536,2023-11-03 07:33:44,2023-11-15 10:48:29,"Jln. Akasia, Bekasi, Jawa Barat, Indonesia",Jawa Barat,Indonesia,Bekasi,536
535,2023-11-03 07:33:44,2023-11-15 10:48:29,"Jln. Raya Malinau, Malinau, Kalimantan Utara, Indonesia",Kalimantan Utara,Indonesia,Malinau,535
565,2023-11-03 07:33:43,2023-11-15 10:48:31,"Jln. Sultan Agung, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,565
564,2023-11-03 07:33:43,2023-11-15 10:48:31,"Jln. Jendral Sudirman, Jakarta, DKI Jakarta, Indonesia",DKI Jakarta,Indonesia,Jakarta,564
