id,created_at,updated_at,user,name,phone,email,courier,shippingMethod,shippingCost,totalProduct,totalPrice,transactionId
539,2023-11-03 07:17:58,2023-11-03 07:17:58,539,ikhsan amirrudin,(669)739-7337x440,ikhsan_amirrudin@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,257000,trs-1675409c-64f6-4fd2-a812-ea6388a8ed89
540,2023-11-03 07:17:58,2023-11-03 07:17:58,540,edi susanto,(373)829-9276,edi_susanto@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,307000,trs-0b4252e8-33b3-489a-b88a-e8e3ec452390
541,2023-11-03 07:17:58,2023-11-03 07:17:58,541,riswanto,+1-581-955-2712x240,riswanto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,117000,trs-5990e86e-0a45-48ab-8381-db8342bae681
542,2023-11-03 07:17:58,2023-11-03 07:17:58,542,suwanter,(302)441-5671,suwanter@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,43010,trs-0fd4e9a4-286e-4c7b-9469-e55ae59a313f
543,2023-11-03 07:17:58,2023-11-03 07:17:58,543,sutarsih,001-241-443-7393x68630,sutarsih@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,44900,trs-95b64a98-c058-4516-a967-85919cac606c
544,2023-11-03 07:17:58,2023-11-03 07:17:58,544,eti nurcahyani,252.822.4184x363,eti_nurcahyani@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,142500,trs-ccbfccf0-2f99-419f-aae3-af8c05e2332a
545,2023-11-03 07:17:58,2023-11-03 07:17:58,545,eni dwi sundari,658-363-7424x375,eni_dwi_sundari@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,51900,trs-f4aad362-ac2e-4249-82c8-b86321354c87
546,2023-11-03 07:17:58,2023-11-03 07:17:58,546,sanmiadi watimin,743.379.6029,sanmiadi_watimin@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,884700,trs-4b0f7666-b04c-4f54-86a1-cb19c637aab0
547,2023-11-03 07:17:58,2023-11-03 07:17:58,547,sakiyah,941.930.9543,sakiyah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,714000,trs-80c2f40e-03d7-49de-82ee-65e46b1ec14b
548,2023-11-03 07:17:58,2023-11-03 07:17:58,548,ahmad soleh,478.613.3101,ahmad_soleh@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,104100,trs-6670654b-7dc9-4404-bf0c-ee6bceb4d2bd
549,2023-11-03 07:17:58,2023-11-03 07:17:58,549,nurfajri,001-872-801-2057,nurfajri@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,230900,trs-e726b19b-c977-4136-b7c9-00b553fb903e
550,2023-11-03 07:17:58,2023-11-03 07:17:58,550,sri kasanah,480.698.5365x47996,sri_kasanah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,1877300,trs-4f70d279-9eae-4c7c-be66-d014a234ee52
551,2023-11-03 07:17:58,2023-11-03 07:17:58,551,fauzan nuril kafa,369-259-1825x799,fauzan_nuril_kafa@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,2807000,trs-1b53a02d-80b2-4f50-ae47-c9c83af62dea
552,2023-11-03 07:17:58,2023-11-03 07:17:58,552,irhamsyah,214-716-9323x04050,irhamsyah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,259000,trs-5bcb05a9-5ca0-4979-9541-eed67c104fcc
553,2023-11-03 07:17:58,2023-11-03 07:17:58,553,sri yanti,001-309-480-5164x6730,sri_yanti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,3837000,trs-cca50e3f-c2db-4cc6-b3f2-03ce0e751dd6
554,2023-11-03 07:17:58,2023-11-03 07:17:58,554,syaira nada clarissa,737.792.2063,syaira_nada_clarissa@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,1061802,trs-c8aa31e6-fd3f-40b0-b0aa-f5ae635bdf9c
555,2023-11-03 07:17:57,2023-11-03 07:17:57,555,faisal,779.578.9433x73472,faisal@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,1609000,trs-c49b1111-40ff-4cdc-98de-b1a873bf9a76
556,2023-11-03 07:17:57,2023-11-03 07:17:57,556,meysa nasa,232-866-9753x28159,meysa_nasa@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,126000,trs-5b418755-fbec-424c-b061-508111864c04
557,2023-11-03 07:17:57,2023-11-03 07:17:57,557,eram,(234)513-8861,eram@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,137000,trs-07f1b456-7d31-4194-992e-ba2b05c0c4a0
558,2023-11-03 07:17:57,2023-11-03 07:17:57,558,khotijah,(950)546-3367x660,khotijah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,145000,trs-1f8df1c7-cee6-47b5-9fd8-a3f1914d6021
559,2023-11-03 07:17:57,2023-11-03 07:17:57,559,era satiti,+1-934-959-1835x973,era_satiti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,33000,trs-a9853bd2-f241-4df4-b8ea-5de59db3b3bf
560,2023-11-03 07:17:57,2023-11-03 07:17:57,560,rina pangastuti,735.884.9412,rina_pangastuti@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,247000,trs-9e7a143c-e359-41a6-9e97-2e6f8157b99e
561,2023-11-03 07:17:57,2023-11-03 07:17:57,561,kasman rasim,(607)597-5460,kasman_rasim@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,139000,trs-11d32fe0-d77d-4b66-ac8e-cf1247ab4c69
562,2023-11-03 07:17:57,2023-11-03 07:17:57,562,marsiti,+1-454-203-1612x35720,marsiti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,173000,trs-2ebc326b-3ec3-438f-9253-bdad623e8a7c
563,2023-11-03 07:17:57,2023-11-03 07:17:57,563,susi lestari,3329108172,susi_lestari@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,267000,trs-200cae50-2b8e-40bb-9e96-f09a8143f3b0
564,2023-11-03 07:17:57,2023-11-03 07:17:57,564,narjam,001-702-396-3437x17500,narjam@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,159000,trs-0c27342e-2d5a-4264-806c-69707771e878
565,2023-11-03 07:17:57,2023-11-03 07:17:57,565,tumiati,318-724-1336,tumiati@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,167000,trs-e61fd8c0-6d82-4515-bbd6-e2190419f4f1
566,2023-11-03 07:17:57,2023-11-03 07:17:57,566,wahyu iswan arif,202-714-0513x1915,wahyu_iswan_arif@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,31900,trs-2db0d146-cd3a-4311-9c47-566299a8a37f
567,2023-11-03 07:17:57,2023-11-03 07:17:57,567,ihwanul muslimin,+1-504-903-0081x2633,ihwanul_muslimin@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,99900,trs-cfa48c87-e783-4bf3-a9a9-c4c16407951d
568,2023-11-03 07:17:57,2023-11-03 07:17:57,568,chomsin,777.548.1909x80497,chomsin@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,169900,trs-5e50a76a-7139-4442-8ad9-530a9e1efcf3
569,2023-11-03 07:17:57,2023-11-03 07:17:57,569,mutingah,895-392-9118x459,mutingah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,151900,trs-519184eb-4359-4026-ba59-55cab38de543
570,2023-11-03 07:17:57,2023-11-03 07:17:57,570,muhammad khoiron,627-497-5757x01092,muhammad_khoiron@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,55900,trs-42a94f0d-86e9-4f22-b39b-4cbe32ea5bad
571,2023-11-03 07:17:57,2023-11-03 07:17:57,571,zen mahrom,001-563-401-6219x78462,zen_mahrom@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,56500,trs-24b09ecb-1d2d-4562-bb88-ab15e5734d02
572,2023-11-03 07:17:57,2023-11-03 07:17:57,572,m. husmudin,318-221-8473,m._husmudin@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,558500,trs-41340da3-5b21-483d-9e5f-738f9393622e
573,2023-11-03 07:17:57,2023-11-03 07:17:57,573,siti nur azijah,(677)615-4094x64692,siti_nur_azijah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,551500,trs-857506d9-aac6-471a-9407-e62c7d449f3b
574,2023-11-03 07:17:57,2023-11-03 07:17:57,574,agus sugianto,652-901-0360x85325,agus_sugianto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,142500,trs-cc3c1226-2dba-485b-8126-1f346cb29eef
575,2023-11-03 07:17:57,2023-11-03 07:17:57,575,siti umayah,+1-869-243-2510x13673,siti_umayah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,195000,trs-75114a54-3216-4ea3-b227-3f37a4246a64
576,2023-11-03 07:17:57,2023-11-03 07:17:57,576,soni haji rifa'i,(983)521-8989x267,soni_haji_rifa'i@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,3030000,trs-1bd9e328-d42b-415f-9f91-21dd1f671b0e
577,2023-11-03 07:17:57,2023-11-03 07:17:57,577,munib alwi abdurohman,970.835.1670x33736,munib_alwi_abdurohman@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,303000,trs-01ee5b47-20af-4bd5-a5d2-ab2a564daf4a
578,2023-11-03 07:17:56,2023-11-03 07:17:56,578,aliyatul mu'afa,401-415-6959,aliyatul_mu'afa@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,237000,trs-db2e31e2-d2f0-4118-9d0f-0f2f52503218
579,2023-11-03 07:17:56,2023-11-03 07:17:56,579,hasim as'ari,001-741-816-8900x549,hasim_as'ari@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,250000,trs-88f6c2c7-4290-42de-8932-275fbbb09f23
580,2023-11-03 07:17:56,2023-11-03 07:17:56,580,fathi nur sidiq,(918)307-3634,fathi_nur_sidiq@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,315000,trs-ab63fba9-fa10-4ca6-9737-1570ce1d28a9
581,2023-11-03 07:17:56,2023-11-03 07:17:56,581,misdianto,386.906.1483x125,misdianto@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,116000,trs-d266234f-9c36-44a1-b14e-4bdc744dd6fe
582,2023-11-03 07:17:56,2023-11-03 07:17:56,582,nopriyadi,634.882.4973,nopriyadi@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,36010,trs-3c0500ed-3f74-496b-8bf7-91480853dd09
583,2023-11-03 07:17:56,2023-11-03 07:17:56,583,ahmad thoyib,8803141857,ahmad_thoyib@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,52900,trs-26e27172-6081-4f2d-bfb3-e48de51b21d7
584,2023-11-03 07:17:56,2023-11-03 07:17:56,584,agus ismail,+1-720-634-3430x40380,agus_ismail@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,141500,trs-32ff710a-6355-4978-af87-97115e130888
585,2023-11-03 07:17:56,2023-11-03 07:17:56,585,nafiudin,+1-725-638-9779,nafiudin@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,44900,trs-9ee0e825-c882-4f0b-92bf-58bd8f093492
586,2023-11-03 07:17:56,2023-11-03 07:17:56,586,naimatul masruboh,(825)895-4377x652,naimatul_masruboh@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,892700,trs-cd601940-d327-4fc8-a0d4-a8e3b579ca0a
587,2023-11-03 07:17:56,2023-11-03 07:17:56,587,siti arifatul fu'adah,941-539-4042x58910,siti_arifatul_fu'adah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,713000,trs-2963e676-3754-4edd-bc8b-41c3d276ad3e
588,2023-11-03 07:17:56,2023-11-03 07:17:56,588,suendik,384.246.5266x7944,suendik@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,97100,trs-ba68e17b-5ee0-4f67-8c81-75fc240e7f21
589,2023-11-03 07:17:56,2023-11-03 07:17:56,589,wiwin herlina,(894)703-3462,wiwin_herlina@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,238900,trs-121f6908-7697-49df-8bba-fe93ee1a496a
590,2023-11-03 07:17:56,2023-11-03 07:17:56,590,saputra,(941)416-8683,saputra@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,1876300,trs-e86e060d-8eab-44c0-8e02-4b8947655481
591,2023-11-03 07:17:56,2023-11-03 07:17:56,591,romi endika,268-795-9059,romi_endika@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,2800000,trs-c2ca2c80-a7d1-491d-9731-a221d8f860d3
592,2023-11-03 07:17:56,2023-11-03 07:17:56,592,imam subaweh,6469978044,imam_subaweh@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,267000,trs-4715559a-078d-4746-bc9f-b863d7c2442a
593,2023-11-03 07:17:56,2023-11-03 07:17:56,593,iswatun chasanah,570.934.7955,iswatun_chasanah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,3836000,trs-e01701db-8404-41a0-93e8-9ed365b3e9b2
594,2023-11-03 07:17:56,2023-11-03 07:17:56,594,imam turmudzi,470-316-4974x762,imam_turmudzi@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,1054802,trs-1078c4f4-d68f-4aca-8308-a3b59c19f4e7
595,2023-11-03 07:17:56,2023-11-03 07:17:56,595,nailul muflihah,001-246-619-3588x8079,nailul_muflihah@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,1617000,trs-5d6fffa4-8476-4a19-8dca-91dd2508c972
596,2023-11-03 07:17:56,2023-11-03 07:17:56,596,komarudin,616-310-2081x55253,komarudin@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,125000,trs-3a105663-98e2-42cb-85eb-dff051c89638
597,2023-11-03 07:17:56,2023-11-03 07:17:56,597,agus riyanto,+1-294-890-8426x1876,agus_riyanto@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,130000,trs-82431e67-a2aa-499f-8e49-b5d55146e9e8
598,2023-11-03 07:17:56,2023-11-03 07:17:56,598,m. muhsin as ari,+1-206-874-1551x006,m._muhsin_as_ari@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,153000,trs-01894af6-6cfb-49aa-b28e-448e7b86186f
599,2023-11-03 07:17:55,2023-11-03 07:17:55,599,indah kurnia sari,+1-792-394-2777,indah_kurnia_sari@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,32000,trs-cdff59d5-e719-49d1-aa8a-89bf2f9a266a
600,2023-11-03 07:17:55,2023-11-03 07:17:55,600,mukhammad 'ainurrido,664-393-1591,mukhammad_'ainurrido@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,240000,trs-d001e030-b4a9-4027-aa0f-c1289fd053d7
601,2023-11-03 07:17:55,2023-11-03 07:17:55,601,imron mahmudi,601-576-1497x858,imron_mahmudi@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,147000,trs-922240f3-4e26-4f31-981c-f05cbe4266d7
602,2023-11-03 07:17:55,2023-11-03 07:17:55,602,sumarno,+1-224-228-2561x5694,sumarno@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,172000,trs-46757d95-5a34-4ff0-9477-96abb66e9649
603,2023-11-03 07:17:55,2023-11-03 07:17:55,603,siti khasana,001-464-394-2798,siti_khasana@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,260000,trs-7b6899c4-6430-4415-8bdd-ddfae2818048
604,2023-11-03 07:17:55,2023-11-03 07:17:55,604,muhammad alfaqih,857.876.7077,muhammad_alfaqih@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,167000,trs-904905c0-88cf-488a-988c-c63ba9370a75
605,2023-11-03 07:17:55,2023-11-03 07:17:55,605,wagiyo,(833)551-0857x029,wagiyo@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,166000,trs-052eb3e2-bd73-4195-bff0-500f1548642e
606,2023-11-03 07:17:55,2023-11-03 07:17:55,606,widi yanti,+1-364-664-6777x7290,widi_yanti@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,24900,trs-06ec609e-eba0-4b8f-a8b7-ba1771581bda
607,2023-11-03 07:17:55,2023-11-03 07:17:55,607,fitria lestari,701-848-2132x59297,fitria_lestari@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,107900,trs-89e0d1ca-5db4-4afc-b806-5f29c38208eb
608,2023-11-03 07:17:55,2023-11-03 07:17:55,608,muji astuti,518-323-4013,muji_astuti@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,168900,trs-4087cf80-ea42-48a1-91b6-60c933e9db79
609,2023-11-03 07:17:55,2023-11-03 07:17:55,609,nurdiana saputri,+1-288-277-4108x709,nurdiana_saputri@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,144900,trs-5c16a59a-9d3d-4d71-a53a-2ff1b1a8ae40
610,2023-11-03 07:17:55,2023-11-03 07:17:55,610,saim,946.604.0504,saim@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,63900,trs-a319ea90-9c1b-4d8b-b7c7-3f6f3ecf3180
611,2023-11-03 07:17:55,2023-11-03 07:17:55,611,supingatun,798.919.5923x0892,supingatun@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,55500,trs-02fbe9e5-d520-4204-84a5-e6263f89b697
612,2023-11-03 07:17:55,2023-11-03 07:17:55,612,indra yani,906-872-8899,indra_yani@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,551500,trs-0ab985ed-e250-442b-bc57-c83f8e48f43f
613,2023-11-03 07:17:55,2023-11-03 07:17:55,613,munawaroh,(775)395-1708,munawaroh@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,559500,trs-5c8a75ef-9523-415a-9661-ffc6530b5d6e
614,2023-11-03 07:17:55,2023-11-03 07:17:55,614,sanadi saleh,6107850550,sanadi_saleh@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,141500,trs-4d0841f2-5902-43f8-83eb-38c0e937420f
615,2023-11-03 07:17:55,2023-11-03 07:17:55,615,musaadah,876.381.8876,musaadah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,188000,trs-bf80ba1a-4b9c-4032-bd81-3c35b2deb946
616,2023-11-03 07:17:55,2023-11-03 07:17:55,616,jurianto,973-759-0343x96866,jurianto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,3038000,trs-575227cb-b4c4-4765-84c5-2c7243499435
617,2023-11-03 07:17:55,2023-11-03 07:17:55,617,sri wahyuni,(719)251-1157x95818,sri_wahyuni@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,302000,trs-7b6f0e8b-e39a-45c9-8654-95a3f11cc0f9
618,2023-11-03 07:17:55,2023-11-03 07:17:55,618,pratama ade kurniawan,258.755.6784x983,pratama_ade_kurniawan@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,230000,trs-9c81b851-113d-4301-bb6d-8efa9c6a20d2
619,2023-11-03 07:17:55,2023-11-03 07:17:55,619,erianto,765-397-4539,erianto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,258000,trs-336e7a17-24a0-4b17-9758-8e0f1224aeb1
620,2023-11-03 07:17:55,2023-11-03 07:17:55,620,tuti rahayu,659-319-2524,tuti_rahayu@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,314000,trs-bf80ba66-b346-4792-9c91-2b507675f2c4
621,2023-11-03 07:17:55,2023-11-03 07:17:55,621,apri ayu angelica,001-273-923-5675x73655,apri_ayu_angelica@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,109000,trs-325305ef-d1e3-40df-8c69-4aa251eb37a8
622,2023-11-03 07:17:54,2023-11-03 07:17:54,622,muhammad rizky aprianto,925-441-4122x6215,muhammad_rizky_aprianto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,44010,trs-68706510-5ee8-47d4-9004-ec3e3d921d4f
623,2023-11-03 07:17:54,2023-11-03 07:17:54,623,ahmad zainuri,858-965-3694,ahmad_zainuri@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,51900,trs-31c1547b-756c-4526-bc98-fe2f7f41ecff
624,2023-11-03 07:17:54,2023-11-03 07:17:54,624,ari sarianto,584-886-1535,ari_sarianto@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,134500,trs-0e4ce0cc-ec8b-4a57-b043-1677a2f6f24f
625,2023-11-03 07:17:54,2023-11-03 07:17:54,625,hasyim asy'ari,(448)572-0011x6936,hasyim_asy'ari@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,52900,trs-dc70e747-a564-4349-bf7d-12fac5b4a9b2
626,2023-11-03 07:17:54,2023-11-03 07:17:54,626,suritno,+1-314-440-7788x562,suritno@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,891700,trs-801f143a-c530-4fca-9df7-ff1e14170209
627,2023-11-03 07:17:54,2023-11-03 07:17:54,627,susanti,607-561-2478,susanti@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,706000,trs-36b43987-04b5-41b4-b412-55527ea8c8da
628,2023-11-03 07:17:54,2023-11-03 07:17:54,628,m. sarengat,(566)692-2131,m._sarengat@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,105100,trs-3a442940-d26c-4437-a00d-6f2feb32adb7
629,2023-11-03 07:17:54,2023-11-03 07:17:54,629,sumari,607.202.4525x0990,sumari@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,237900,trs-1189ef42-37e3-4264-877f-c0cd0381192a
630,2023-11-03 07:17:54,2023-11-03 07:17:54,630,suminten,+1-784-886-0075x734,suminten@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,1869300,trs-397e8840-2ad6-4aeb-8553-e47a74fdc089
631,2023-11-03 07:17:54,2023-11-03 07:17:54,631,susi susanti,(866)227-1676,susi_susanti@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,2808000,trs-4dfe9326-7e96-4e29-a979-6550c667a05a
632,2023-11-03 07:17:54,2023-11-03 07:17:54,632,bagus suryanto,323-613-4628x71699,bagus_suryanto@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,266000,trs-0ce2e897-d161-4f45-8d4f-d6adfcaaa516
633,2023-11-03 07:17:54,2023-11-03 07:17:54,633,umi naviah,(359)204-6161,umi_naviah@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,3829000,trs-9367573d-bc8d-4a8b-8e70-ad4fc61facf5
634,2023-11-03 07:17:54,2023-11-03 07:17:54,634,aqra nabiha anindita,+1-202-333-9937x552,aqra_nabiha_anindita@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,1062802,trs-862633d8-e105-4142-87c9-42d60ee82630
635,2023-11-03 07:17:54,2023-11-03 07:17:54,635,mursino,(315)850-2143,mursino@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,1616000,trs-0c6872c9-8194-4d1e-bab9-79ee3a63ca9c
636,2023-11-03 07:17:53,2023-11-03 07:17:53,636,kasyani,001-505-343-5275x030,kasyani@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,118000,trs-00d58690-a351-48ec-97b8-c15757a56bd8
637,2023-11-03 07:17:53,2023-11-03 07:17:53,637,m. arif harfiyanto,001-273-701-1993,m._arif_harfiyanto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,138000,trs-9445ef10-7748-42c9-81f6-3a0397064cbd
638,2023-11-03 07:17:53,2023-11-03 07:17:53,638,novia nurhayati,001-321-393-8769x79104,novia_nurhayati@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,152000,trs-4fb94013-dcb9-47db-a45c-88f7f059a463
639,2023-11-03 07:17:53,2023-11-03 07:17:53,639,mansyur,866-883-6182x877,mansyur@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,25000,trs-9c325a28-6f52-48b3-92c1-2453c754d4ba
640,2023-11-03 07:17:53,2023-11-03 07:17:53,640,giarsih,412-406-4090,giarsih@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,248000,trs-b108a286-f5ed-4b6e-84c8-9e7336b22cfa
641,2023-11-03 07:17:53,2023-11-03 07:17:53,641,viki kumala putri,(451)677-6932,viki_kumala_putri@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,146000,trs-1b1f2bef-5fa4-4a91-a85b-47c9e5f18596
642,2023-11-03 07:17:53,2023-11-03 07:17:53,642,vika kumala putri,(220)613-2036x26773,vika_kumala_putri@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,165000,trs-35010d68-5279-4c68-b8e7-d6c3c994faf1
643,2023-11-03 07:17:53,2023-11-03 07:17:53,643,muhamat saiful safi'i,349.225.3609,muhamat_saiful_safi'i@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,268000,trs-a49eb0b9-167e-4150-bf66-41e9759a61b9
644,2023-11-03 07:17:53,2023-11-03 07:17:53,644,warsini,+1-732-747-3935x04743,warsini@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,166000,trs-a0abef65-32b4-4c64-b13b-1a637e35bea7
645,2023-11-03 07:17:53,2023-11-03 07:17:53,645,dimaz reza ramadhan,+1-278-612-7202x298,dimaz_reza_ramadhan@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,159000,trs-1de36da5-3179-4a85-a559-5129f27f5bc9
646,2023-11-03 07:17:53,2023-11-03 07:17:53,646,miseri,+1-575-253-3055x005,miseri@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,32900,trs-e196676d-4eef-46da-8a35-711e25d11fe1
647,2023-11-03 07:17:53,2023-11-03 07:17:53,647,wartinah,231.300.2791x898,wartinah@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,106900,trs-5f69c050-eda8-45db-a870-2b67face7485
648,2023-11-03 07:17:53,2023-11-03 07:17:53,648,agus nuryanto,(220)388-7310,agus_nuryanto@gmail.com,JNE,CTC Rp.10000 Estimasi 1-2,10000,1,161900,trs-1fb442e2-4005-4408-bf1c-f1bc584f0fb8
649,2023-11-03 07:17:52,2023-11-03 07:17:52,649,syahrul widianto,922-242-9693x88489,syahrul_widianto@gmail.com,TIKI,ONS Rp.18000 Estimasi 1,18000,1,152900,trs-3bab6698-c43b-40f0-ad3e-8c3aa20ea8f2
650,2023-11-03 07:17:52,2023-11-03 07:17:52,650,alif ardana,5029973875,alif_ardana@gmail.com,POS INDONESIA,Pos Sameday Rp.17000 0 HARI,17000,1,62900,trs-d8eb8535-a3a7-49d9-b953-62330cdb8342
